"name","Deciduous woodland","Coniferous woodland","Arable","Improved grassland","Neutral grassland","Calacareous grassland","Acid grassland","Fen","Heather","Heather grassland","Bog","Inland rock","Saltwater","Freshwater","Supralittoral rock","Supralittoral sediment","Littoral rock","Littoral sediment","Saltmarsh","Urban","Suburban","total_ceh","surface_water_area","foreshore_area","tidal_water_area","original_bua_area","200m_buff_area","class","population_counts","long","lat","imdd_weight_av","country","lc_lu_total","Littoral sediment_1","Saltwater_1","Freshwater_1","total_cover","green","blue","grey","bgg_check","perc_green","perc_blue","perc_grey"
"Chatham",1984577.196,38163.60292,1137047.741,975522.769,0,1367413.286,0,0,0,2650.0651282,0,0,3215.3189969,13279.63453,0,0,0,4400.17152,42069.2956,2525858.102,12838376.5,20932573.6826951,39037,55923,519380,14032356,21529973,"estuarine",76955,51.36153531,0.534393514,4.987881399,"england",21546913.6826951,60323.17152,522595.3189969,52316.63453,21546913.6826951,5505374.6600482,677304.4206469,15364234.602,21546913.6826951,25.5506414566914,3.14339413347565,71.305964409833
"Chelmsford",1112205.557,18622.53496,5022522.647,6807448.708,0,30551.62326,20629.18744,0,0,0,0,0,0,85453.60264,0,0,0,0,0,5532189.396,18275259.68,36904882.9363,397094,0,0,25560064,37301977,"inland",110625,51.73930671,0.482202089,7.558990463,"england",37301976.9363,0,0,482547.60264,37301976.9363,13011980.25766,482547.60264,23807449.076,37301976.9363,34.8828167468988,1.29362474129465,63.8235585118065
"Cheltenham",1180125.914,40339.58423,1167437.153,7566490.678,219705.7511,89842.06687,0,335.3370203,0,0,0,0,0,56382.46615,0,0,0,0,0,4710859.803,21884310.96,36915829.7133703,119785,0,0,28087994,37035615,"inland",115940,51.89611332,-2.082949588,7.496961691,"england",37035614.7133703,0,0,176167.46615,37035614.7133703,10263941.1472,176502.8031703,26595170.763,37035614.7133703,27.7137053796345,0.476575870378575,71.809718749987
"Cheshunt",940371.9498,6367.672213,373478.6699,3596855.097,0,12848.25129,21801.90767,0,0,0,0,0,0,52297.98459,0,0,0,0,0,1382342.987,7186956.131,13573320.650463,309785,0,0,8439210,13883106,"inland",43680,51.70736994,-0.044062552,5.63692529,"england",13883105.650463,0,0,362082.98459,13883105.650463,4951723.547873,362082.98459,8569299.118,13883105.650463,35.6672611485015,2.60808347718599,61.7246553743126
"Chester",1288914.713,0,2630564.883,263220.655,10503261.84,0,0,82907.55469,0,0,7671.562457,0,0,38363.64955,0,0,0,21189.7378,101809.9816,5055884.763,16944779.73,36938569.070097,434724,59427,166565,24666891,37599285,"inland",92760,53.19117013,-2.895107641,6.625901164,"england",37599285.070097,80616.7378,166565,473087.64955,37599285.070097,14685962.091,912658.486097,22000664.493,37599285.070097,39.0591524908538,2.4273293611714,58.5135181479748
"Chester-le-Street",1650263.182,0,1234102.037,888141.1718,28209.28032,0,0,58.12162407,0,6605.148841,0,0,0,5703.641137,0,0,0,0,0,1031941.473,6003974.494,10848998.5497221,154298,0,0,6758392,11003297,"inland",76420,53.24071469,-1.438798266,6.871952382,"england",11003296.5497221,0,0,160001.641137,11003296.5497221,3807320.819961,160059.76276107,7035915.967,11003296.5497221,34.6016378160522,1.4546528127983,63.9437093711495
"Chesterfield",3326820.24,52062.31981,2997123.575,6509702.613,100.076191,100.0767335,800.6121416,1480.747876,4453.853757,11516.42811,0,2802.141687,0,82791.41283,0,0,0,0,0,4905669.21,18764211.37,36659634.6771361,318565,0,0,24321043,36978200,"inland",23560,54.85590511,-1.578451731,5.13324371,"england",36978199.6771361,0,0,401356.41283,36978199.6771361,12905481.9364301,402837.160706,23669880.58,36978199.6771361,34.9002440603123,1.08939094986573,64.010364989822
"Chichester",415925.7487,3160.676508,1930071.435,2112177.199,4571.082096,0,1600.992665,29602.40876,135272.8,0,0,0,0,94989.03547,0,0,0,0,0,2990978.765,6235918.811,13954268.954199,509745,0,0,9645302,14464014,"inland",31710,50.83978573,-0.776099407,6.74655848,"england",14464013.954199,0,0,604734.03547,14464013.954199,4602779.933969,634336.44423,9226897.576,14464013.954199,31.8222863206847,4.38561830926503,63.7920953700502
"Chippenham (Wiltshire)",840916.5849,12317.85591,1371060.741,3009456.04,0,2702.149005,591.7263571,600.477196,7478.277762,0,0,199126.2428,0,15235.94012,0,0,0,0,0,691225.1186,8427511.564,14578222.7176501,116608,0,0,9872854,14694831,"inland",36090,51.45844642,-2.124018733,7.642614414,"england",14694830.7176501,0,0,131843.94012,14694830.7176501,5443649.6177341,132444.417316,9118736.6826,14694830.7176501,37.044656875126,0.90129937432297,62.054043750551
"Chorley",2646561.396,0,860561.1037,2615226.28,105779.9977,0,53685.38263,600.4526722,0,0,0,0,0,1860.424455,0,0,0,0,0,2130949.974,6873325.444,15288550.4551572,202378,0,0,9998169,15490928,"inland",39535,53.65286153,-2.633031437,5.480670811,"england",15490928.4551572,0,0,204238.424455,15490928.4551572,6281814.16003,204838.8771272,9004275.418,15490928.4551572,40.551566539181,1.32231504212393,58.126118418695
"Chorleywood",2023118.446,123146.2842,300835.115,3440112.68,0,0,0,0,3601.93161,434.0370028,0,0,0,17437.63473,0,0,0,0,0,243707.6827,6314912.84,12467306.6512428,50809,0,0,6610402,12518116,"inland",12630,51.65074982,-0.509179602,9.573332367,"england",12518115.6512428,0,0,68246.63473,12518115.6512428,5891248.4938128,68246.63473,6558620.5227,12518115.6512428,47.0617835618727,0.545182970275758,52.3930334678515
"Christchurch (Bournemouth, Christchurch and Poole)",1067091.794,462661.8018,647302.8308,3876163.103,35597.6085,0,0,146643.9352,365338.4627,0,0,0,6.804677449,64763.76495,0,200.1578474,0,268675.4323,348179.0862,6266545.022,8042286.531,21591456.3349748,270884,60862,869578,14614663,22806096,"coastal",48985,50.74148444,-1.74547701,7.963035572,"england",22792780.3349748,329537.4323,869584.804677449,335647.76495,22792780.3349748,6454155.6008,2029793.18117485,14308831.553,22792780.3349748,28.3166665318855,8.90542159115267,62.7779118769618
"City of Westminster",862777.2673,36505.67976,44348.77102,1417627.807,4110.5762556,0,0,30955.126179,300.1220365,3201.264673,0,0,0,119979.4823,0,0,0,0,3357.301144,19810109.48,1569552.723,23902825.6006681,380085,111321,952856,18055912,25324391,"inland",205087,51.51272377,-0.157108001,6.035008374,"england",25347087.6006681,111321,952856,500064.4823,25347087.6006681,2368871.4880451,1598553.909623,21379662.203,25347087.6006681,9.34573441085461,6.30665713871153,84.3476084504339
"Clacton-on-Sea",235619.9036,2799.047011,3379010.357,1801474.179,0,0,0,82511.94336,40647.28219,0,0,0,0,5668.02607,0,4998.085721,0,353044.7186,4980.003665,3725962.253,9043760.785,18680476.584217,72447,85240,1106935,13411971,19961980,"coastal",53200,51.79943384,1.14552452,2.961411064,"england",19945098.584217,438284.7186,1106935,78115.02607,19945098.584217,5459550.768801,1715824.777416,12769723.038,19945098.584217,27.3728943767732,8.60273901465581,64.024366608571
"Clydebank",1463930.567,0,481759.4505,1900453.456,3800.970593,0,0,0,0,500970.379,0,0,1777.791888,601.7358827,0,0,0,6988.929076,448621.3498,5026986.604,6685210.761,16521101.9947397,211685,92200,960051,11511508,17785038,"inland",25230,55.91593358,-4.407520436,3.375609589,"scotland",17785037.9947397,99188.929076,961828.791888,212286.7358827,17785037.9947397,4350914.823093,1721925.8066467,11712197.365,17785037.9947397,24.4639051340788,9.68187870701202,65.8542161589091
"Coalville",1020769.173,19143.65679,1318982.386,1945712.656,1300.968977,1510.028859,12795.4085,0,4503.748244,100.0755321,0,61485.00317,0,6754.836033,0,0,0,0,0,1919287.694,5256295.742,11568641.3771051,43118,0,0,6589322,11611759,"inland",21980,52.72575328,-1.368650047,5.813588285,"england",11611759.3771051,0,0,49872.836033,11611759.3771051,4386303.1050721,49872.836033,7175583.436,11611759.3771051,37.7746641367765,0.429502837712382,61.7958330255111
"Coatbridge",1885672.239,0,1304607.453,1921257.26,4339.369325,0,0,0,0,13839.97384,13400.29427,1979.371897,0,171.2831656,0,0,0,0,0,1793791.885,9455655.459,16394714.5884976,147535,0,0,11443350,16542250,"inland",43720,55.85945762,-4.033373675,3.641889999,"scotland",16542249.5884976,0,0,147706.2831656,16542249.5884976,5131695.667062,161106.5774356,11249447.344,16542249.5884976,31.021752148089,0.973909724754866,68.0043381271561
"Cobham (Elmbridge)",2306723.256,915210.135,431844.4981,2886206.822,247.8110009,300.1413951,0,100.517269,48862.20705,17162.49085,0,0,0,53861.81397,0,0,0,0,0,682936.932,7992016.354,15335472.978635,95839,0,0,9162567,15431312,"inland",17505,51.33352544,-0.385608018,9.225599417,"england",15431311.978635,0,0,149700.81397,15431311.978635,6606557.361396,149801.331239,8674953.286,15431311.978635,42.8126744540123,0.970762119555378,56.2165634264324
"Colchester",3563192.415,180567.7682,4572370.662,8974246.093,523.8870433,210061.4785,245063.7202,120431.6564,0,0,0,0,65.48599182,95366.02176,0,0,0,0,70480.46911,7715343.498,21822285.19,47569998.3452051,288884,27703,34066,34318842,47921263,"inland",130245,51.89240048,0.903950118,6.184180131,"england",47920651.3452051,27703,34131.48599182,384250.02176,47920651.3452051,17746026.0239433,636996.63326182,29537628.688,47920651.3452051,37.0321052109801,1.32927373769004,61.6386210513299
"Colwyn Bay",1906399.879,0,55874.91093,3344177.671,417398.4104,0,783.5510887,97247.65383,1800.882078,14278.26165,0,61241.0173,0,0,0,25512.17581,8103.875087,1057345.702,5702.673364,1689050.285,7144053.189,15828970.1375377,57736,30404,67170,8699101,15984479,"coastal",29268,53.29665965,-3.74174508,6.33426786,"wales",15984280.1375377,1087749.702,67170,57736,15984280.1375377,5801954.5834467,1349222.080091,8833103.474,15984280.1375377,36.2978785001479,8.44093114285747,55.2611903569947
"Congleton",1621006.925,100.079441,1833065.168,4070221.653,7853.508502,0,0,21875.78234,0,600.4764697,1200.951361,0,0,16206.6135,0,0,0,0,0,1341045.237,6948947.916,15862124.3106137,411966,0,0,9645142,16274091,"inland",30005,53.16629423,-2.212902112,7.273239891,"england",16274090.3106137,0,0,428172.6135,16274090.3106137,7532847.8104127,451249.347201,8289993.153,16274090.3106137,46.2873664004427,2.77280842485372,50.9398251747036
"Consett",1650717.39,740449.3493,435064.8249,4378971.528,0,4401.530029,102911.266,0,244654.7323,63888.81734,0,2401.908979,0,157.2305441,0,0,0,0,0,960048.4721,6286206.82,14869873.8694921,49273,0,0,7914414,14919147,"inland",29885,54.85041527,-1.841272389,4.764520502,"england",14919146.8694921,0,0,49430.2305441,14919146.8694921,7623461.346848,49430.2305441,7246255.2921,14919146.8694921,51.0985072640922,0.331320758328206,48.5701719775796
"Corby",3513744.176,300713.8902,5955534.635,2866263.348,14645.57179,0,0,1685.6212,0,0,0,0,0,128047.3761,0,0,0,0,0,8731349.743,12559684.28,34071668.64129,254502,0,0,26025676,34326170,"inland",68160,52.49123794,-0.691076025,4.292891923,"england",34326170.64129,0,0,382549.3761,34326170.64129,12650901.62099,384234.9973,21291034.023,34326170.64129,36.854975036955,1.11936458428548,62.0256603787595
"Coventry",6174039.803,174957.4794,8742981.946,14974450.68,1266277.883,0,0,102443.6749,200.1545296,0,0,0,0,508410.2746,0,0,0,0,0,22292588.51,49566092.8,103802443.20543,839896,0,0,78434739,104642339,"inland",344285,52.40911928,-1.512797304,5.101483632,"england",104642339.20543,0,0,1348306.2746,104642339.20543,31332907.9459296,1450749.9495,71858681.31,104642339.20543,29.9428588694086,1.3863890663338,68.6707520642576
"Cramlington",1501916.414,0,3413797.251,531607.9462,64997.15123,0,0,7531.319489,0,75742.6351,0,41532.5157,0,719.6580549,0,0,0,0,0,1440017.49,8067748.557,15145610.9377739,55073,0,0,9486780,15200684,"inland",28845,55.08776187,-1.592813046,4.694334221,"england",15200683.9377739,0,0,55792.6580549,15200683.9377739,5629593.91323,63323.9775439,9507766.047,15200683.9377739,37.0351356312355,0.416586370739142,62.5482779980253
"Crawley (Crawley)",4212358.906,572700.5048,1706687.234,4882565.388,0,100.0397512,0,0,25234.95493,235627.3793,0,1100.463628,0,30683.49366,0,0,0,0,0,3797836.823,19636468.29,35101363.4770692,301479,0,0,25609005,35402943,"inland",120550,51.11580449,-0.179784816,5.656500868,"england",35402842.4770692,0,0,332162.49366,35402842.4770692,11636374.8704092,332162.49366,23434305.113,35402842.4770692,32.8684762472002,0.938236792356843,66.1932869604429
"Crewe",817685.0999,0,1780626.023,2519249.878,4717500.877,0,0,0,0,0,14436.07223,0,0,10062.77726,0,0,0,0,0,5411068.481,12477020.89,27747650.09839,130460,0,0,18932176,27878110,"inland",74120,53.09386795,-2.449466569,5.553967413,"england",27878110.09839,0,0,140522.77726,27878110.09839,9835061.8779,154958.84949,17888089.371,27878110.09839,35.2787970317543,0.555844169289471,64.1653587989562
