"name","Deciduous woodland","Coniferous woodland","Arable","Improved grassland","Neutral grassland","Calacareous grassland","Acid grassland","Fen","Heather","Heather grassland","Bog","Inland rock","Saltwater","Freshwater","Supralittoral rock","Supralittoral sediment","Littoral rock","Littoral sediment","Saltmarsh","Urban","Suburban","total_ceh","surface_water_area","foreshore_area","tidal_water_area","original_bua_area","200m_buff_area","class","population_counts","long","lat","imdd_weight_av","country","lc_lu_total"
"Exeter",3301481.891,82294.84263,3946070.529,6211912.095,300.1564636,2401.270928,0,158636.0662,65313.77937,31810.91259,0,196654.9822,0,728.7114176,200.1067852,1100.579806,4969.448413,47313.42926,171448.6197,7434873.08,20876980.25,42534490.7507634,609634,7144,37613,30275698,43188881,"inland",126175,50.71742454,-3.512447221,6.952931692,"england",43188881.7507634
"Exmouth",913035.5724,31767.92157,710548.7395,3080529.983,0,139900.0372,500.280734,100.0557733,71463.82375,0,0,63396.58346,0,265.8870157,200.1132654,0,0,700830.5011,156262.8324,1568301.06,7333617.659,14770721.0501684,27442,54404,462105,9706049,15314672,"coastal",35500,50.62694959,-3.394793593,6.768596972,"england",15314672.0501684
"Falkirk",2248778.517,4832.295018,1521733.547,1299582.1,15707.86457,0,0,0,0,1473.330043,700.3426774,100.0492533,40.36996959,1393.323008,0,0,0,17389.07438,242792.1817,3796120.929,5123654.971,14274298.8946193,239307,6931,22854,8505444,14543391,"inland",160700,56.00527265,-3.783662,5.754268853,"scotland",14543390.8946193
"Fareham",757619.3725,48929.89697,1427076.78,2938960.483,18999.96746,0,100.0713187,73533.02385,127953.4993,0,0,0,0,27791.20504,0,0,0,90453.56476,221842.7277,3207165.886,9143420.84,18083847.3178987,65840,46578,59572,11818482,18255838,"coastal",42625,50.85117015,-1.197826511,7.745001065,"england",18255837.3178987
"Farnborough",2382620.855,916928.5013,555233.9603,3017493.322,175277.2562,100.0618853,1569.861712,25209.88159,831256.293,17010.58397,0,0,0,635399.6669,0,0,0,0,0,3239245.743,13835457.64,25632803.6268573,380993,0,0,18715887,26013797,"inland",60655,51.28533796,-0.769206575,7.583461451,"england",26013796.6268573
"Farnham",1233425.601,1198759.175,250122.1285,2735776.893,10921.09291,2801.750093,0,11658.3353,138639.3201,600.375341,0,0,0,98663.27703,0,0,0,0,0,726989.4112,7296908.346,13705265.705474,61976,0,0,8388969,13767242,"inland",20500,51.20888813,-0.793037021,9.273289331,"england",13767241.705474
"Felixstowe",237873.8557,5097.495987,730303.4157,934829.6328,0,0,0,18250.42554,20253.21053,0,0,0,0,5697.226197,0,55063.52496,0,330680.0561,15467.49769,2240809.398,4447236.318,9041562.057204,9028,30416,1016717,11372535,10097723,"coastal",24220,51.9601354,1.323628751,5.910434258,"england",10097723.057204
"Fleet",2071694.477,1225778.061,443014.1477,1862437.184,56133.02457,30596.6822,0,24000.07489,275848.9168,7194.349247,0,0,0,153640.8836,0,0,0,0,0,950079.3339,9803184.56,16903601.694907,358671,0,0,11247153,17262273,"inland",37790,51.27592594,-0.838758002,9.804617684,"england",17262272.694907
"Fleetwood",53595.90787,0,801030.0471,2253834.957,1100.753353,0,0,6009.083561,0,0,0,0,0,1201.301057,0,435785.4112,0,1311022.444,239959.954,3444648.202,2173391.926,10721579.987141,236660,46006,13274,6842814,11017520,"coastal",26225,53.91250392,-3.029211418,3.214069989,"england",11017519.987141
"Folkestone",1034658.488,34673.22041,760753.2676,1956443.018,199.9247285,1726870.195,0,399.8529975,0,0,0,0,6293.019483,3325.083706,0,248714.063,0,106254.1385,34945.04245,3831347.433,7712787.129,17457663.875875,36000,170576,897089,12846074,18564224,"coastal",51995,51.08577074,1.133615863,4.752546324,"england",18561328.875875
"Formby",786555.3071,0,2909148.319,679811.0941,5898.093576,0,0,10072.1449,0,0,0,0,0,0,0,274885.9713,0,0,77.16795282,593558.7355,6516769.825,11776776.6584288,42562,0,0,7690821,11819338,"coastal",22890,53.55820685,-3.062315271,8.580316793,"england",11819338.6584288
"Frome",462868.5991,6479.745505,1232102.369,2375658.697,0,1019.73167,0,30.64604409,801.4078638,0,0,95575.13066,0,6715.447452,0,0,0,0,0,451606.7061,6122209.743,10755068.2233949,75676,0,0,6918558,10830744,"inland",27905,51.23138753,-2.319808487,6.203159068,"england",10830744.2233949
"Fulwood",1519730.319,200.1483528,1207317.126,1662485.948,195966.3465,0,1000.741171,4754.28099,0,0,0,0,0,1523.736627,0,0,0,0,0,1247141.633,7794831.078,13634951.3576408,97911,0,0,9012943,13732862,"inland",34690,53.78800736,-2.724522403,6.579208636,"england",13732862.3576408
"Gainsborough",1010755.806,125241.2237,2017831.762,1146227.422,169003.8484,0,0,1064.574734,0,14737.24047,0,0,0,44203.10436,0,0,0,0,0,1664783.617,4477605.287,10671453.885664,67044,28582,216582,6722373,10983662,"inland",21910,53.39860649,-0.761831148,2.509276149,"england",10983661.885664
"Gateshead",2691368.32,0,2419620.951,2037031.209,52704.32788,9520.043625,0,99.0247736,0,88792.23529,0,593.7034508,227.3394122,799.2917536,0,1622.577768,74864.08438,2301.797823,0,13471364.91,17056820.15,37907729.9661562,54949,213656,1311721,30127257,39488056,"inland",115280,54.9401867,-1.57974449,3.31598608,"england",39488055.9661562
"Gillingham (Medway)",1708181.248,21426.41692,1387758.185,3607213.346,0,904484.4545,0,87360.60611,0,200.0011239,0,0,374.45009,14842.29589,0,1100.0362381,0,2880.363717,219485.4529,5613548.653,16007598.09,29576453.599489,353317,294978,746673,21895781,30970821,"estuarine",108480,51.36282312,0.583625903,6.108846816,"england",30971421.599489
"Glasgow",16783562.96,6567.55481,9317327.028,13384143.78,51643.86993,0,100.0323837,1600.518906,1597.703537,491061.4117,71572.28649,32041.68718,6232.526559,29272.852773,0,0,0,75921.89268,282207.8053,45986274.07,88463915.02,174985043.000249,1767305,79957,1827004,139498847,178658045,"inland",635130,55.84658429,-4.269875472,4.142768329,"scotland",178659309.000249
"Glenrothes",4934288.035,21934.63523,2378051.827,2420710.823,21414.27283,0,100.0665051,300.2002855,0,16471.02754,0,0,0,1972.075733,0,0,0,0,0,1260942.674,12642142.7,23698328.3371236,149525,0,0,13680995,23847853,"inland",38250,56.19523864,-3.18063562,5.232506992,"scotland",23847853.3371236
"Gloucester",1063469.623,7319.249883,1519202.047,4951183.296,256454.9226,6848.702525,0,26154.04457,0,0,0,0,0,68736.21581,0,0,0,0,0,5192674.77,22708052.43,35800095.301388,333425,8652,66005,28137261,36208177,"inland",118555,51.85481196,-2.224484869,5.339298708,"england",36208177.301388
"Golborne",221204.6661,0,1229518.737,29473.07184,3663635.368,0,0,0,0,0,13214.1987,0,0,27584.53806,0,0,0,0,0,1555092.588,4579153.086,11318876.2537,45568,0,0,6885868,11364445,"inland",25555,53.47417897,-2.576881644,5.817111193,"england",11364444.2537
"Gosport",714903.763,34091.19649,177114.9702,2934377.978,188102.7722,0,17715.49317,31702.58369,15057.03081,0,0,0,832.2759615,23036.87606,0,0,0,1047483.973,663032.6451,10283255.84,5000967.959,21131675.3566815,207621,126880,1162624,15441585,22628990,"coastal",70110,50.79961009,-1.150981853,5.506260514,"england",22628800.3566815
"Grangemouth",325578.4824,0,846129.4557,408517.9171,0,0,0,0,0,0,0,33.89019471,23.81195302,810.178463,0,0,0,78914.00077,254207.5491,6330115.991,30229.44728,8274560.72396073,61073,15713,19210,13329428,8370558,"estuarine",15990,56.01508465,-3.699657421,4.90651767,"scotland",8370556.72396073
"Grantham",1209413.874,14138.62049,4206489.858,3021914.908,666.6569478,100.057954,0,0,200.1159647,1747.982221,0,3902.311752,0,4320.850449,0,0,0,0,0,2932176.89,9398984.682,20794056.8077785,91797,0,0,13255968,20885853,"inland",44905,52.91059482,-0.63763572,6.324153091,"england",20885853.8077785
"Gravesend",223980.2095,500.0629102,1245340.7,1860917.166,0,138783.1553,0,18391.53591,0,0,0,0,162.62979,4411.117355,0,0,0,3400.407476,76236.21551,4048442.277,6472148.306,14092713.7827512,78684,211121,655538,10813837,15038057,"estuarine",58105,51.42853604,0.382614559,5.05839224,"england",15038056.7827512
"Grays",339441.4015,2700.414531,1293512.834,1335564.794,172.81444134,30661.6001,0,174240.313,0,0,0,0,0.736288958,4702.454253,0,7301.172339,0,13399.75831,70620.80143,4589537.355,4242459.375,12104315.8241933,43069,228936,246767,8123114,12623015,"estuarine",44345,51.4836479,0.332022882,5.792503343,"england",12623087.8241933
"Great Bookham and Fetcham",1590917.652,57262.06793,451450.3506,4029509.207,0,700.3399868,0,0,30687.55295,36478.31871,0,0,0,17260.9572,0,0,0,0,0,176743.6066,8452813.749,14843823.8019768,108742,0,0,8865502,14952566,"inland",21655,51.28138449,-0.376175048,9.237612151,"england",14952565.8019768
"Great Malvern",2199859.197,77356.70592,1591892.699,4098238.797,46835.87182,263591.7545,377313.8122,600.472624,0,0,0,0,0,2619.083804,0,0,0,0,0,828830.4725,10252809.73,19739948.596368,35944,0,0,11899974,19775892,"inland",33185,52.11170415,-2.321138677,6.83632411,"england",19775892.596368
"Great Yarmouth",50862.82059,0,343033.0967,1016852.477,0,0,0,113269.2866,0,0,0,0,4336.498607,241.3195224,0,585614.6611,0,934681.9693,128199.4154,7773306.095,254292.2514,11204689.8912194,99553,26285,1335991,7373708,12678927,"coastal",28985,52.59976627,1.725697387,1.555844916,"england",12666518.8912194
"Greenock",2541033.164,6328.619453,176734.7155,1048378.13,0,0,0,0,2498.832215,1493136.929,0,0,2624.301337,735.5879211,0,0,0,3100.248503,75843.99801,2937218.588,7036857.914,15324491.0279391,67146,138943,1180579,9177426,16714795,"inland",41000,55.94437996,-4.788231898,3.367995266,"scotland",16711159.0279391
"Greenwich",2904866.77,121566.5256,410493.2394,6347636.284,0,39801.52959,0,134326.6344,0,500.1471969,0,0,0,100435.8145,0,100.0325994,0,0,2352.528055,21834013.31,18082562.29,49978655.1053413,311356,535130,2279236,39919993,53104377,"inland",289100,51.47413332,0.047155126,4.318040693,"england",53104377.1053413
"Grimsby",548369.2685,0,2338222.496,3735913.777,0,0,0,8171.826615,0,0,0,0,0,28312.47784,0,0,0,0,0,7055441.765,13448866.97,27163298.580955,176772,0,0,24740695,27340070,"estuarine",85925,53.56313336,-0.096082169,4.012581253,"england",27340070.580955
"Guildford",2527098.165,138754.6068,1052084.806,6063666.242,7860.153176,138442.483,0,1300.724546,45812.08009,9505.201047,0,0,0,125855.4277,0,0,0,0,0,2481812.237,16304377.87,28896569.996359,269232,0,0,19973551,29169504,"inland",77880,51.24483104,-0.570502655,8.617202331,"england",29165801.996359
"Hackney",646556.1226,3354.530906,50550.93821,1801496.471,3365.1845105,0,0,47836.28939,0,3820.296639,0,0,0,65946.19512,0,0,0,0,0,18092202.75,1649100.656,22364229.4343755,599300,1523,0,16845358,22964644,"inland",259200,51.55125213,-0.065565697,2.749343959,"england",22965052.4343755
"Hale (Trafford)",1202899.658,0,483618.5147,2070035.028,4831744.422,0,100.0789645,200.1580977,0,0,9276.869372,0,0,5756.491143,0,0,0,0,0,4301777.83,6471852.755,19377261.8052772,124825,0,0,12146439,19502087,"inland",16715,53.35977573,-2.305148787,6.425677717,"england",19502086.8052772
"Halesowen",1689459.516,17337.06894,632403.4822,2283186.043,1183.157551,0,0,900.7180281,100.0797706,0,0,0,0,15108.6581,0,0,0,0,0,4617773.765,11350217.03,20607669.5185897,102939,0,0,15141442,20710608,"inland",60110,52.45415205,-2.069557742,6.052840344,"england",20710608.5185897
"Halifax",3420285.09,60905.68404,163968.5866,6702581.696,0,338357.0324,1337226.979,0,190192.4233,361922.2035,100.0796906,37770.87993,0,71784.10628,0,0,0,0,0,5264396.08,13867969.94,31817460.7807406,418378,0,0,19874563,32235839,"inland",88115,53.72811243,-1.88536379,3.707471153,"england",32235838.7807406
"Hamilton",2993638.995,2701.027834,600715.9438,2887928.781,800.3197266,0,0,0,100.0384204,5011.13309,17142.20969,417104.4788,0,5851.456097,0,0,0,0,100.0396291,1606294.162,11805348.34,20342736.9250871,367970,47,0,14268668,20710753,"inland",54640,55.77040825,-4.059644853,5.050343739,"scotland",20710753.9250871
"Hammersmith and Fulham",226246.2555,11970.34602,28219.82294,956550.7476,2801.168101,0,0,32078.36334,0,0,0,0,0,44078.08072,0,0,0,0,6707.885923,16921292.19,907946.2918,19137891.151944,49894,459586,952696,14599280,20600887,"inland",183157,51.49733754,-0.225186615,4.64152225,"england",20600067.151944
"Haringey",1678267.495,34605.344611,70510.9424,2773242.082,100.0350819,1300.509467,0,171.2073727,13187.28909,17354.360674,0,300.117478,0,93566.2258,0,0,0,0,0,18700522.74,10718690.97,34101819.3189746,511833,0,0,27215818,34608872,"inland",264200,51.58613723,-0.103136786,4.270977231,"england",34613652.3189746
"Harlow",2704372.436,65711.98661,2904822.497,6225460.207,0,2000.522223,91540.08261,900.2570617,0,0,0,0,0,71920.39402,0,0,0,0,0,4676743.462,14477974.7,31221446.5445247,286482,135,0,19865500,31508064,"inland",93580,51.76811522,0.116664403,5.01337701,"england",31508063.5445247
"Harpenden",741878.7054,11913.17028,1937908.024,3938906.467,0,0,0,0,0,0,0,0,0,5245.993856,0,0,0,0,0,597872.1198,8294245.47,15527969.950336,30365,0,0,9316970,15558335,"inland",30965,51.81499355,-0.348604536,9.516124182,"england",15558334.950336
"Harrogate",2293159.891,118460.0756,756340.994,7928784.094,0,3098.448563,4271.596457,0,2398.482034,234048.1105,0,0,0,10665.43891,0,0,0,0,0,3501463.459,14398193.54,29250884.130064,74580,0,0,20060536,29325464,"inland",75515,53.99075994,-1.54119552,8.220425954,"england",29325464.130064
"Harrow",3106135.458,141728.7221,286196.1865,6784425.049,0,0,0,0,49093.73866,59132.97799,0,0,0,28669.75469,0,0,0,0,0,5539740.901,36232876.68,52227999.46794,151868,0,0,42550719,52379867,"inland",261300,51.59438305,-0.344077761,6.884648577,"england",52379867.46794
"Hartlepool",842430.9143,0,2377350.097,2094010.653,634766.1957,300.2209513,0,214.5274723,0,800.5902604,0,0,12.81891126,948.1829145,0,113771.6806,220716.3591,919435.4271,2392.139084,17582249.64,11735812.1,36525211.5463938,313134,292706,1090452,26735906,38223984,"coastal",87995,54.68459445,-1.216340408,4.017069916,"england",38221503.5463938
"Haslemere",5126951.709,812651.7021,90131.97197,2529736.666,200.1177067,61818.58896,0,400.235608,41523.92688,77358.9741,0,0,0,28442.53175,0,0,0,0,0,162406.5525,6012244.93,14943867.9065747,87122,0,0,7227460,15030990,"inland",11900,51.08772538,-0.718324734,9.220931389,"england",15030989.9065747
"Hastings",4720848.415,161187.4629,711790.2792,2573585.035,0,2306571.962,0,264514.4857,0,3299.877803,0,0,0,17355.0474,0,396947.8772,0,401807.168,7200.169505,2971109.523,16107789.44,30644006.742708,173701,72989,704268,21968668,31599526,"coastal",91490,50.87448819,0.563585851,3.829929179,"england",31594964.742708
"Hatfield",1010673.875,20149.17614,1236858.864,1694867.602,0,0,0,212.6518886,0,0,0,0,0,4626.107514,0,0,0,0,0,1989630.291,5993320.232,11950338.7995426,27029,0,0,7962187,11977368,"inland",41560,51.76447856,-0.2325056,6.072799982,"england",11977367.7995426
"Havant",817232.8864,26539.7127,590817.3256,2866039.283,19577.98602,900.6127083,100.0677096,20333.29098,223265.6142,0,0,0,0,54065.82444,0,0,0,353953.743,258103.8106,3239356.524,8050589.041,16520875.7223579,94130,11078,10046,11647829,16636130,"coastal",46960,50.85932433,-0.988272641,4.451763557,"england",16636129.7223579
"Haverhill",501834.0955,20574.18838,2556038.443,1730312.787,0,0,660.5492734,0,0,0,0,0,0,5054.039981,0,0,0,0,0,1588945.267,5670618.879,12074038.2491344,48155,0,0,7929642,12122193,"inland",26705,52.08306006,0.444034065,5.31824047,"england",12122193.2491344
"Havering",4151481.961,85284.48029,4274872.944,13802997.85,100.0232505,22381.68217,0,1817183.739,100.0235325,500.1144147,0,0,0,59970.84391,0,500.1161912,0,0,79901.39823,22318536.52,28316158.7,74929970.3959889,651323,196244,526970,52294108,76304508,"inland",262000,51.57691216,0.216439349,6.286747739,"england",76304507.3959889
"Haywards Heath",2253081.577,98331.34148,721588.732,2932223.816,0,700.2525381,0,0,100.0361589,1600.577655,0,0,0,3526.240657,0,0,0,0,0,672783.7299,8673024.974,15356961.277389,46204,0,0,10385598,15403165,"inland",40185,51.00072382,-0.094339763,9.332588745,"england",15403165.277389
"Hazlemere",1562313.821,25489.30684,1258290.584,3256525.884,0,32767.64281,0,0,9236.847666,7281.136021,0,0,0,1280.164847,0,0,0,0,0,142640.1637,6244734.897,12540560.447884,5691,0,0,6648986,12546251,"inland",20005,51.65192076,-0.703674392,9.952268518,"england",12546251.447884
"Heanor",1046718.237,5048.802975,272232.8947,2821516.849,500.3748062,0,0,100.074737,2846.114781,11708.77146,0,1300.979896,0,43604.38038,0,0,0,0,0,1632350.568,5155680.295,10993608.3427352,163620,0,0,6754442,11157228,"inland",24260,53.01529099,-1.34428707,4.421089262,"england",11157228.3427352
"Hemel Hempstead",2128784.465,10236.36925,3925686.827,6652268.901,0,0,100.0510007,0,0,0,0,0,0,84205.8664,0,0,0,0,0,3841950.21,16664862.33,33308095.0196507,375473,0,0,22599259,33683568,"inland",95985,51.75141111,-0.464587185,6.380004185,"england",33683568.0196507
"Hereford",806978.8548,3779.510972,3978059.906,4449986.049,214383.9136,6097.735345,0,3403.471738,0,0,0,0,0,37265.56168,0,0,0,0,0,3187908.517,13043378.49,25731242.010135,472858,0,0,17671800,26204100,"inland",60480,52.05535684,-2.718451453,5.727542639,"england",26204100.010135
"Hertford",1318513.79,32847.28175,791318.9322,3081092.794,0,0,3272.5288,8110.199503,0,0,0,0,0,25251.10425,0,0,0,0,0,1106591.734,5516250.106,11883248.470503,204874,0,0,6729965,12088123,"inland",28800,51.7972563,-0.085025939,8.80974029,"england",12088122.470503
"Heswall",1073851.783,0,1587693.039,2197439.716,1679842.352,0,0,0,0,0,400.2652395,0,0,644.7674524,0,33238.13295,0,36977.12009,393382.9232,473807.0698,9158186.007,16635463.1757319,40021,0,0,10184282,16675485,"estuarine",29075,53.33549552,-3.100662388,8.430968726,"england",16675484.1757319
"Heywood",1053636.705,200.1587218,288555.1624,3317732.65,304751.479,0,46697.01243,9143.112266,0,70764.5866,0,900.7134244,0,12412.16856,0,0,0,0,0,3039820.528,4701528.024,12846142.3004022,139690,0,0,7970060,12985832,"inland",29725,53.58632715,-2.225335839,3.535372314,"england",12985832.3004022
"High Wycombe",3537035.556,96028.09782,1270523.117,3522812.863,19824.01537,39042.65695,0,0,29648.56614,4903.024235,0,0,0,83970.06598,0,0,0,0,0,2610816.653,14721111.31,25935715.925495,121427,0,0,18486974,26057143,"inland",83535,51.6295448,-0.742264424,6.938160353,"england",26057142.925495
"Hillingdon",7703509.048,141686.9237,2474762.557,20899954.79,3167.195392,0,200.1019861,31044.35927,58070.68209,13994.00061,0,0,0,517792.7212,0,0,0,0,0,15120434.64,46418306.71,93382923.7292481,2768922,0,0,77178121,96151846,"inland",305900,51.53603755,-0.445392578,6.025331782,"england",96151845.7292481
"Hilton (Eden)",0,0,0,0,0,772287.6704,212712.6991,0,13780.75491,16544.06963,20194927.82,18191.88037,0,1340.199328,0,0,0,0,0,0,0,21229785.093738,34332,0,0,15400850,21264117,"inland",0,54.59954848,-2.33902467,4.003341893,"england",21264117.093738
"Hinckley",610980.0161,17816.03195,2286684.288,3983678.234,41514.55471,0,0,0,0,0,0,0,0,49578.90639,0,0,0,0,0,3770486.071,9959601.432,20720339.53415,183242,0,0,14700445,20903582,"inland",50725,52.5409453,-1.375511581,7.381028083,"england",20903581.53415
"Hitchin",469327.6822,100.0455701,1165251.356,2228123.752,0,0,0,1300.572584,0,0,0,0,0,6109.741401,0,0,0,0,0,1216191.402,6732928.928,11819333.4797551,69866,0,0,8376895,11889200,"inland",35220,51.95260744,-0.271014441,8.199854719,"england",11889199.4797551
"Hoddesdon",1743580.281,39166.3672,563558.0613,3368594.296,0,8802.970826,112741.8788,7981.207283,0,0,0,0,0,228919.0154,0,0,0,0,0,2181807.932,7515462.4,15770614.409809,973904,0,0,9705750,16744518,"inland",40615,51.75816776,-0.010263652,6.588099983,"england",16744518.409809
"Holbury",377876.0646,64050.95682,11415.28345,914774.7287,0,0,0,648.7314216,254556.9411,0,0,0,0,9541.797474,0,0,0,0,0,306888.8924,1774167.867,3713921.2629656,9607,0,0,7226659,3723528,"inland",7335,50.83380195,-1.379683132,6.592161149,"england",3723528.2629656
"Hookwood",819079.8818,9280.711233,360568.0777,3544705.537,0,0,0,100.034656,749.6161903,11284.96259,0,0,0,10430.02157,0,0,0,0,0,3992311.626,2662804.585,11411315.0537393,152096,0,0,7386078,11563412,"inland",665,51.15629926,-0.183886564,4.36983195,"england",11563411.0537393
"Horley (Reigate and Banstead)",1001986.496,26682.84324,692008.8371,3052361.176,0,0,0,0,7734.607668,14049.16513,0,0,0,3790.63388,0,0,0,0,0,542637.4195,5845717.909,11186969.087518,130585,0,0,6722022,11317554,"inland",27070,51.17438268,-0.160842226,7.583576576,"england",11317554.087518
"Horndean",1050171.398,44912.39149,1605963.734,2337214.693,1598.063215,202056.6881,0,2887.754916,226083.0792,1000.67744,0,0,0,15544.7881,0,0,0,0,0,606090.5263,8220207.587,14313731.380761,15086,0,0,8481381,14328817,"inland",34050,50.91232609,-1.017215735,8.328945722,"england",14328817.380761
"Horsham",1644313.487,97981.54761,645698.1948,2658340.184,0,1300.602538,0,0,0,38216.35985,0,0,0,6950.098939,0,0,0,0,0,1357791.273,10039750.88,16490342.627737,146392,0,0,11938568,16636834,"inland",50215,51.06787554,-0.31857338,8.360395568,"england",16636734.627737
"Horwich",1251839.143,76596.46446,466314.0975,3073741.548,282957.1795,0,13168.6276,1301.000132,18034.33621,17912.78148,0,0,0,5468.880133,0,0,0,0,0,2293135.892,3925288.801,11425758.751015,175612,0,0,6620071,11601371,"inland",20700,53.59474654,-2.543541282,6.048631366,"england",11601370.751015
"Hounslow",2517026.714,54987.53837,1051493.292,9159978.211,3601.786443,0,0,98315.81088,3510.853229,1863.766033,0,0,0,334049.2672,0,0,0,0,1900.824615,26377306.97,16290574.38,55894609.41377,793671,445809,558462,40770778,57692851,"inland",288200,51.46788998,-0.375697854,4.788501327,"england",57692551.41377
"Hucknall",1280163.46,20141.10345,1840925.484,2193907.318,0,0,200.1457112,186.5306935,10089.09161,5930.923094,0,100.0725479,0,29277.59507,0,0,0,0,0,1675182.313,6528673.292,13584777.3291766,79532,0,0,8564360,13664309,"inland",35840,53.03301784,-1.208132144,4.46014909,"england",13664309.3291766
"Huddersfield",6858386.261,63966.63752,539960.2836,9278155.446,0,271843.8659,115890.0113,0,210565.5411,414733.5388,0,77861.86815,0,170816.1604,0,0,0,0,0,8386097.933,25917254.32,52305531.86677,597849,19,0,38960246,52903499,"inland",141675,53.64738931,-1.791560803,4.08227035,"england",52903399.86677
"Humberston and New Waltham",320917.1703,0,3150618.248,2124828.803,0,0,0,13.87610296,0,0,0,0,0,2997.306533,0,0,0,320609.0977,172504.8236,1132119.369,4471019.052,11695627.746236,89484,4561,121,6634397,11789793,"estuarine",14860,53.52997817,-0.030679072,7.871765456,"england",11789793.746236
"Huntingdon",655705.288,3701.586266,1293127.101,1770720.347,199839.6549,6683.072292,63.05652131,6571.159464,0,0,0,0,0,48396.49308,0,0,0,0,0,1797615.294,5140917.106,10923340.1585233,231571,0,0,7843927,11154911,"inland",25600,52.3392336,-0.182661944,5.899569425,"england",11154911.1585233
"Huyton with Roby",1365260.213,0,647727.3338,53063.2483,3200689.49,0,0,0,0,0,11127.66515,0,0,3059.579842,0,0,0,0,0,2741679.731,10583290.48,18605897.741092,53937,0,0,12682256,18659935,"inland",59845,53.41684496,-2.853631222,2.773263308,"england",18659834.741092
"Hyde (Tameside)",1732804.419,1501.196225,128584.0769,2544793.581,1362.220031,0,50740.70737,5561.801962,0,40738.08607,500.3987006,0,0,16137.59603,0,0,0,0,0,1928242.856,5826578.322,12277545.2612886,147565,0,0,7669235,12425110,"inland",35895,53.45271151,-2.071519575,3.602610821,"england",12425110.2612886
"Ilkeston",1410268.488,21446.10808,857104.5871,2504226.815,0,0,0,2672.86799,22.62776969,12535.90473,0,0,0,144448.1499,0,0,0,0,0,2843854.187,6985635.954,14782215.6895697,325617,0,0,9927389,15107832,"inland",38725,52.96438184,-1.310191717,4.625365542,"england",15107832.6895697
"Immingham",106092.7521,0,800781.6566,783688.5214,0,0,0,76.64474652,0,0,0,0,0,4112.251683,0,0,0,0,0,479430.7576,2372697.715,4546880.29912952,28823,0,0,9690579,4575704,"estuarine",9770,53.62028548,-0.20040427,4.081736784,"england",4575703.29912952
"Inverness",2664315.851,373536.1353,2429942.941,5126579.565,14314.97353,0,0,17908.97108,0,25263.4711,0,100.0381425,56.98228891,20928.33822,0,400.1458469,196421.3074,834945.5149,295380.1644,3219359.575,15081623.04,30301077.0142083,579035,12144,288480,20024133,31180744,"estuarine",82383,57.46767087,-4.223869261,5.669569983,"scotland",31180736.0142083
"Ipswich",3713063.606,138426.4766,4208972.975,5986333.536,0,0,0,241412.1962,235619.8248,0,0,0,23.14769007,21482.41884,0,0,0,1140.468062,69495.93605,9223560.996,26780693.12,50620224.7012421,353150,165479,503317,39109148,51642159,"inland",151565,52.05653171,1.146432269,5.257754712,"england",51642170.7012421
"Irvine",2862743.968,0,1063578.44,1788077.179,2700.340904,0,0,0,0,385923.2023,0,0,243.1386849,1541.80338,0,0,0,48663.30927,1018761.526,5111661.807,5234065.152,17517959.8665389,323673,129855,166694,10308670,18138181,"inland",33910,55.61974116,-4.653678284,3.623053921,"scotland",18138181.8665389
"Islington",106354.0216,0,16008.3703,190408.5676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15782369.53,2574173.032,18669313.5215,68007,0,0,14444168,18750169,"inland",216000,51.54431722,-0.103500742,3.731501808,"england",18737320.5215
"Jarrow",760882.9099,0,428028.2323,343388.1838,34574.70609,0,0,300.2317736,0,700.5395782,0,0,3592.926705,994.8144845,0,1000.769575,5103.929146,2601.999585,0,4952871.949,5975719.944,12509761.1359373,29786,92135,716407,8157528,13348089,"inland",29470,54.97031174,-1.47801088,2.228519006,"england",13348089.1359373
"Keighley",1567613.459,2692.070088,210414.4964,5278256.726,0,237778.6817,50404.3792,400.3183281,51007.66054,263607.287,0,1097.92366,0,41409.37838,0,0,0,0,0,3068939.881,7566583.972,18340206.2332961,270881,0,0,11221436,18611087,"inland",48750,53.86736925,-1.91209876,3.28435099,"england",18611087.2332961
"Kendal",951150.9709,500.3689809,430077.8853,3772386.515,260332.5178,0,33623.63336,0,0,0,0,11521.18687,0,15031.62234,0,0,0,0,0,1462640.391,5619562.206,12556827.2975509,237441,0,0,8435621,12794268,"inland",28940,54.3269875,-2.74143713,7.470666712,"england",12794268.2975509
"Kenilworth",857843.5098,85270.75222,1976019.724,3221782.239,90653.42121,0,0,26641.15039,0,0,0,0,0,43554.0844,0,0,0,0,0,573696.9779,5805270.801,12680732.65992,85657,0,0,7194959,12766390,"inland",22235,52.34542608,-1.573240942,9.009163777,"england",12766389.65992
"Kensington and Chelsea",358205.9464,0,49767.01351,365697.9125,0,0,0,0,0,800.3316428,0,0,0,34224.0741,0,0,0,0,1200.471134,13413954.03,818878.1631,15042727.9423868,55264,106186,395787,11167080,15621505,"inland",143400,51.49383052,-0.177257037,5.637288267,"england",15599964.9423868
"Kettering",1153858.506,28815.40891,3998137.799,2648270.403,523377.8783,0,0,7408.507064,0,0,0,0,0,150271.6696,0,0,0,0,0,4414225.225,10808889.8,23733255.196874,262217,0,0,17122304,23995472,"inland",63150,52.39830276,-0.723871079,5.653241039,"england",23995472.196874
